nSeq,I1,I2,O1,O2,A1,A2,A3,A4,A5,A6
6,0,0,0,0,446,513,0,0,0,0
7,0,0,0,0,454,510,1,0,0,0
8,0,0,0,0,454,505,0,0,0,0
9,0,0,0,0,442,510,0,0,0,0
10,0,0,0,0,441,508,0,0,0,0
11,0,0,0,0,446,508,1,0,0,0
12,0,0,0,0,444,505,0,0,0,0
13,0,0,0,0,432,511,0,0,0,0
14,0,0,0,0,437,508,0,0,0,0
15,0,0,0,0,452,505,1,0,0,0
0,0,0,0,0,459,500,0,0,0,0
1,0,0,0,0,446,499,0,0,0,0
2,0,0,0,0,457,492,0,0,0,0
3,0,0,0,0,471,482,0,0,0,0
4,0,0,0,0,472,482,0,0,0,0
5,0,0,0,0,460,510,0,0,0,0
6,0,0,0,0,466,507,0,0,0,0
7,0,0,0,0,474,515,1,0,0,0
8,0,0,0,0,468,525,0,0,0,0
9,0,0,0,0,458,532,0,0,0,0
10,0,0,0,0,467,523,0,0,0,0
11,0,0,0,0,467,521,1,0,0,0
12,0,0,0,0,463,518,0,0,0,0
13,0,0,0,0,459,515,0,0,0,0
14,0,0,0,0,446,514,0,0,0,0
15,0,0,0,0,431,505,0,0,0,0
0,0,0,0,0,442,413,0,0,0,0
1,0,0,0,0,451,179,0,0,0,0
2,0,0,0,0,446,0,0,0,0,0
3,0,0,0,0,446,367,0,0,0,0
4,0,0,0,0,459,962,3,0,0,0
5,0,0,0,0,462,902,2,0,0,0
6,0,0,0,0,449,709,1,0,0,0
7,0,0,0,0,459,583,1,0,0,0
8,0,0,0,0,467,533,0,0,0,0
9,0,0,0,0,460,526,0,0,0,0
10,0,0,0,0,459,519,0,0,0,0
11,0,0,0,0,473,509,1,0,0,0
12,0,0,0,0,478,496,0,0,0,0
13,0,0,0,0,476,495,0,0,0,0
14,0,0,0,0,463,496,0,0,0,0
15,0,0,0,0,464,496,1,0,0,0
0,0,0,0,0,476,488,0,0,0,0
1,0,0,0,0,475,487,0,0,0,0
2,0,0,0,0,463,489,0,0,0,0
3,0,0,0,0,472,485,1,0,0,0
4,0,0,0,0,475,480,0,0,0,0
5,0,0,0,0,462,485,0,0,0,0
6,0,0,0,0,463,481,0,0,0,0
7,0,0,0,0,480,480,0,0,0,0
8,0,0,0,0,498,476,0,0,0,0
9,0,0,0,0,509,486,0,0,0,0
10,0,0,0,0,555,487,0,0,0,0
11,0,0,0,0,603,493,1,0,0,0
12,0,0,0,0,637,504,0,0,0,0
13,0,0,0,0,668,517,0,0,0,0
14,0,0,0,0,704,520,0,0,0,0
15,0,0,0,0,720,529,0,0,0,0
0,0,0,0,0,718,532,0,0,0,0
1,0,0,0,0,706,540,0,0,0,0
2,0,0,0,0,681,542,0,0,0,0
3,0,0,0,0,647,549,1,0,0,0
4,0,0,0,0,600,555,0,0,0,0
5,0,0,0,0,571,553,0,0,0,0
6,0,0,0,0,545,550,0,0,0,0
7,0,0,0,0,523,548,1,0,0,0
8,0,0,0,0,511,537,0,0,0,0
9,0,0,0,0,497,532,0,0,0,0
10,0,0,0,0,468,532,0,0,0,0
11,0,0,0,0,466,529,0,0,0,0
12,0,0,0,0,473,519,0,0,0,0
13,0,0,0,0,469,517,0,0,0,0
14,0,0,0,0,457,519,0,0,0,0
15,0,0,0,0,463,519,0,0,0,0
0,0,0,0,0,464,512,0,0,0,0
1,0,0,0,0,446,520,0,0,0,0
2,0,0,0,0,446,520,0,0,0,0
3,0,0,0,0,457,521,0,0,0,0
4,0,0,0,0,462,519,0,0,0,0
5,0,0,0,0,451,527,0,0,0,0
6,0,0,0,0,455,526,0,0,0,0
7,0,0,0,0,473,522,0,0,0,0
8,0,0,0,0,482,516,0,0,0,0
9,0,0,0,0,471,524,0,0,0,0
10,0,0,0,0,482,518,0,0,0,0
11,0,0,0,0,491,515,0,0,0,0
12,0,0,0,0,486,514,0,0,0,0
13,0,0,0,0,478,518,0,0,0,0
14,0,0,0,0,478,515,0,0,0,0
15,0,0,0,0,488,510,0,0,0,0
0,0,0,0,0,489,507,0,0,0,0
1,0,0,0,0,471,516,0,0,0,0
2,0,0,0,0,473,511,0,0,0,0
3,0,0,0,0,478,510,0,0,0,0
4,0,0,0,0,474,506,0,0,0,0
5,0,0,0,0,468,509,0,0,0,0
6,0,0,0,0,460,507,0,0,0,0
7,0,0,0,0,446,512,0,0,0,0
8,0,0,0,0,458,505,0,0,0,0
9,0,0,0,0,464,504,0,0,0,0
10,0,0,0,0,464,503,0,0,0,0
11,0,0,0,0,455,508,0,0,0,0
12,0,0,0,0,456,509,0,0,0,0
13,0,0,0,0,470,506,0,0,0,0
14,0,0,0,0,477,503,0,0,0,0
15,0,0,0,0,466,510,0,0,0,0
0,0,0,0,0,479,505,0,0,0,0
1,0,0,0,0,486,500,0,0,0,0
2,0,0,0,0,482,490,0,0,0,0
3,0,0,0,0,473,496,0,0,0,0
4,0,0,0,0,482,481,0,0,0,0
5,0,0,0,0,491,485,0,0,0,0
6,0,0,0,0,489,501,0,0,0,0
7,0,0,0,0,479,508,0,0,0,0
8,0,0,0,0,484,514,0,0,0,0
9,0,0,0,0,484,526,0,0,0,0
10,0,0,0,0,466,528,0,0,0,0
11,0,0,0,0,473,527,0,0,0,0
12,0,0,0,0,484,518,0,0,0,0
13,0,0,0,0,488,514,0,0,0,0
14,0,0,0,0,473,519,0,0,0,0
15,0,0,0,0,476,516,0,0,0,0
0,0,0,0,0,489,493,0,0,0,0
1,0,0,0,0,492,410,0,0,0,0
2,0,0,0,0,478,178,0,0,0,0
3,0,0,0,0,488,0,0,0,0,0
4,0,0,0,0,490,384,0,0,0,0
5,0,0,0,0,475,967,3,0,0,0
6,0,0,0,0,472,880,2,0,0,0
7,0,0,0,0,479,701,1,0,0,0
8,0,0,0,0,479,572,1,0,0,0
9,0,0,0,0,462,533,0,0,0,0
10,0,0,0,0,470,512,0,0,0,0
11,0,0,0,0,477,500,1,0,0,0
12,0,0,0,0,474,495,0,0,0,0
13,0,0,0,0,468,491,0,0,0,0
14,0,0,0,0,456,492,0,0,0,0
15,0,0,0,0,462,488,0,0,0,0
0,0,0,0,0,465,485,1,0,0,0
1,0,0,0,0,470,485,0,0,0,0
2,0,0,0,0,481,476,0,0,0,0
3,0,0,0,0,484,475,1,0,0,0
4,0,0,0,0,468,480,0,0,0,0
5,0,0,0,0,471,477,0,0,0,0
6,0,0,0,0,480,467,0,0,0,0
7,0,0,0,0,480,467,0,0,0,0
8,0,0,0,0,481,470,0,0,0,0
9,0,0,0,0,510,469,0,0,0,0
10,0,0,0,0,542,466,0,0,0,0
11,0,0,0,0,566,480,1,0,0,0
12,0,0,0,0,616,484,0,0,0,0
13,0,0,0,0,658,500,0,0,0,0
14,0,0,0,0,707,502,0,0,0,0
15,0,0,0,0,744,511,0,0,0,0
0,0,0,0,0,750,522,0,0,0,0
1,0,0,0,0,750,538,0,0,0,0
2,0,0,0,0,752,538,0,0,0,0
3,0,0,0,0,733,541,0,0,0,0
4,0,0,0,0,690,547,1,0,0,0
5,0,0,0,0,660,550,0,0,0,0
6,0,0,0,0,633,544,0,0,0,0
7,0,0,0,0,599,543,0,0,0,0
8,0,0,0,0,567,537,1,0,0,0
9,0,0,0,0,524,542,1,0,0,0
10,0,0,0,0,511,534,0,0,0,0
11,0,0,0,0,512,527,1,0,0,0
12,0,0,0,0,505,523,0,0,0,0
13,0,0,0,0,493,525,0,0,0,0
14,0,0,0,0,498,521,0,0,0,0
15,0,0,0,0,512,515,0,0,0,0
0,0,0,0,0,517,511,1,0,0,0
1,0,0,0,0,512,512,0,0,0,0
2,0,0,0,0,503,513,0,0,0,0
3,0,0,0,0,498,515,1,0,0,0
4,0,0,0,0,487,517,0,0,0,0
5,0,0,0,0,496,517,0,0,0,0
6,0,0,0,0,500,512,0,0,0,0
7,0,0,0,0,489,521,0,0,0,0
8,0,0,0,0,502,515,0,0,0,0
9,0,0,0,0,513,512,0,0,0,0
10,0,0,0,0,507,517,1,0,0,0
11,0,0,0,0,514,517,0,0,0,0
12,0,0,0,0,524,510,0,0,0,0
13,0,0,0,0,525,510,0,0,0,0
14,0,0,0,0,515,513,0,0,0,0
15,0,0,0,0,526,511,0,0,0,0
0,0,0,0,0,533,505,0,0,0,0
1,0,0,0,0,523,512,0,0,0,0
2,0,0,0,0,523,512,0,0,0,0
3,0,0,0,0,531,508,0,0,0,0
4,0,0,0,0,533,504,1,0,0,0
5,0,0,0,0,516,508,0,0,0,0
6,0,0,0,0,512,508,0,0,0,0
7,0,0,0,0,521,503,0,0,0,0
8,0,0,0,0,521,502,0,0,0,0
9,0,0,0,0,504,509,0,0,0,0
10,0,0,0,0,508,504,0,0,0,0
11,0,0,0,0,516,502,0,0,0,0
12,0,0,0,0,512,497,0,0,0,0
13,0,0,0,0,496,505,0,0,0,0
14,0,0,0,0,504,487,0,0,0,0
15,0,0,0,0,507,484,0,0,0,0
0,0,0,0,0,496,483,0,0,0,0
1,0,0,0,0,500,481,0,0,0,0
2,0,0,0,0,507,495,0,0,0,0
3,0,0,0,0,505,501,0,0,0,0
4,0,0,0,0,507,510,0,0,0,0
5,0,0,0,0,507,523,0,0,0,0
6,0,0,0,0,499,522,0,0,0,0
7,0,0,0,0,492,528,1,0,0,0
8,0,0,0,0,508,520,0,0,0,0
9,0,0,0,0,520,516,0,0,0,0
10,0,0,0,0,517,512,0,0,0,0
11,0,0,0,0,518,516,0,0,0,0
12,0,0,0,0,532,505,0,0,0,0
13,0,0,0,0,536,446,0,0,0,0
14,0,0,0,0,523,283,0,0,0,0
15,0,0,0,0,521,0,0,0,0,0
0,0,0,0,0,532,174,0,0,0,0
1,0,0,0,0,535,821,1,0,0,0
2,0,0,0,0,516,938,2,0,0,0
3,0,0,0,0,519,762,1,0,0,0
4,0,0,0,0,526,616,0,0,0,0
5,0,0,0,0,525,537,1,0,0,0
6,0,0,0,0,507,512,1,0,0,0
7,0,0,0,0,506,506,0,0,0,0
8,0,0,0,0,513,494,0,0,0,0
9,0,0,0,0,512,491,0,0,0,0
10,0,0,0,0,500,487,0,0,0,0
11,0,0,0,0,510,484,0,0,0,0
12,0,0,0,0,515,479,0,0,0,0
13,0,0,0,0,512,477,0,0,0,0
14,0,0,0,0,509,473,0,0,0,0
15,0,0,0,0,496,480,0,0,0,0
0,0,0,0,0,508,471,0,0,0,0
1,0,0,0,0,514,471,0,0,0,0
2,0,0,0,0,504,473,0,0,0,0
3,0,0,0,0,509,474,0,0,0,0
4,0,0,0,0,524,465,0,0,0,0
5,0,0,0,0,536,467,0,0,0,0
6,0,0,0,0,547,472,0,0,0,0
7,0,0,0,0,590,475,0,0,0,0
8,0,0,0,0,634,480,0,0,0,0
9,0,0,0,0,674,492,0,0,0,0
10,0,0,0,0,713,497,0,0,0,0
11,0,0,0,0,733,516,0,0,0,0
12,0,0,0,0,760,521,0,0,0,0
13,0,0,0,0,759,536,1,0,0,0
14,0,0,0,0,766,542,0,0,0,0
15,0,0,0,0,764,547,0,0,0,0
0,0,0,0,0,744,551,1,0,0,0
1,0,0,0,0,704,560,0,0,0,0
2,0,0,0,0,684,555,0,0,0,0
3,0,0,0,0,658,553,0,0,0,0
4,0,0,0,0,616,553,1,0,0,0
5,0,0,0,0,586,552,0,0,0,0
6,0,0,0,0,577,540,0,0,0,0
7,0,0,0,0,564,535,0,0,0,0
8,0,0,0,0,539,533,1,0,0,0
9,0,0,0,0,538,528,0,0,0,0
10,0,0,0,0,536,520,0,0,0,0
11,0,0,0,0,523,521,1,0,0,0
12,0,0,0,0,516,521,0,0,0,0
13,0,0,0,0,520,516,0,0,0,0
14,0,0,0,0,517,514,0,0,0,0
15,0,0,0,0,500,522,0,0,0,0
0,0,0,0,0,504,516,0,0,0,0
1,0,0,0,0,506,516,0,0,0,0
2,0,0,0,0,496,523,1,0,0,0
3,0,0,0,0,504,522,0,0,0,0
4,0,0,0,0,518,519,0,0,0,0
5,0,0,0,0,524,517,1,0,0,0
6,0,0,0,0,519,523,0,0,0,0
7,0,0,0,0,536,519,0,0,0,0
8,0,0,0,0,545,516,0,0,0,0
9,0,0,0,0,537,521,1,0,0,0
10,0,0,0,0,542,518,0,0,0,0
11,0,0,0,0,552,512,0,0,0,0
12,0,0,0,0,549,508,0,0,0,0
13,0,0,0,0,548,509,0,0,0,0
14,0,0,0,0,539,506,0,0,0,0
15,0,0,0,0,527,512,0,0,0,0
0,0,0,0,0,509,510,1,0,0,0
1,0,0,0,0,496,516,0,0,0,0
2,0,0,0,0,508,509,0,0,0,0
3,0,0,0,0,513,506,0,0,0,0
4,0,0,0,0,504,506,1,0,0,0
5,0,0,0,0,496,507,1,0,0,0
6,0,0,0,0,501,505,0,0,0,0
7,0,0,0,0,510,489,0,0,0,0
8,0,0,0,0,508,485,1,0,0,0
9,0,0,0,0,492,489,1,0,0,0
10,0,0,0,0,501,483,0,0,0,0
11,0,0,0,0,512,499,0,0,0,0
12,0,0,0,0,512,500,0,0,0,0
13,0,0,0,0,503,517,0,0,0,0
14,0,0,0,0,511,525,0,0,0,0
15,0,0,0,0,519,526,0,0,0,0
0,0,0,0,0,516,522,0,0,0,0
1,0,0,0,0,517,521,0,0,0,0
2,0,0,0,0,512,517,0,0,0,0
3,0,0,0,0,499,523,1,0,0,0
4,0,0,0,0,506,517,0,0,0,0
5,0,0,0,0,519,510,0,0,0,0
6,0,0,0,0,520,459,0,0,0,0
7,0,0,0,0,510,328,0,0,0,0
8,0,0,0,0,518,0,0,0,0,0
9,0,0,0,0,521,76,0,0,0,0
10,0,0,0,0,505,746,1,0,0,0
11,0,0,0,0,504,1001,3,0,0,0
12,0,0,0,0,510,794,1,0,0,0
13,0,0,0,0,509,631,1,0,0,0
14,0,0,0,0,492,551,0,0,0,0
15,0,0,0,0,501,518,0,0,0,0
0,0,0,0,0,504,506,0,0,0,0
1,0,0,0,0,490,508,0,0,0,0
2,0,0,0,0,494,498,0,0,0,0
3,0,0,0,0,505,491,0,0,0,0
4,0,0,0,0,504,483,1,0,0,0
5,0,0,0,0,502,485,0,0,0,0
6,0,0,0,0,493,488,0,0,0,0
7,0,0,0,0,505,482,0,0,0,0
8,0,0,0,0,514,478,0,0,0,0
9,0,0,0,0,502,483,0,0,0,0
10,0,0,0,0,506,480,0,0,0,0
11,0,0,0,0,517,474,0,0,0,0
12,0,0,0,0,516,472,0,0,0,0
13,0,0,0,0,508,478,0,0,0,0
14,0,0,0,0,528,474,0,0,0,0
15,0,0,0,0,555,473,0,0,0,0
0,0,0,0,0,579,479,0,0,0,0
1,0,0,0,0,611,493,0,0,0,0
2,0,0,0,0,670,495,0,0,0,0
3,0,0,0,0,717,504,0,0,0,0
4,0,0,0,0,741,519,1,0,0,0
5,0,0,0,0,761,534,0,0,0,0
6,0,0,0,0,782,536,0,0,0,0
7,0,0,0,0,784,542,0,0,0,0
8,0,0,0,0,756,554,1,0,0,0
9,0,0,0,0,738,556,0,0,0,0
10,0,0,0,0,712,556,0,0,0,0
11,0,0,0,0,668,559,0,0,0,0
12,0,0,0,0,630,559,0,0,0,0
13,0,0,0,0,608,551,0,0,0,0
14,0,0,0,0,584,544,0,0,0,0
15,0,0,0,0,547,544,0,0,0,0
0,0,0,0,0,539,537,1,0,0,0
1,0,0,0,0,533,530,0,0,0,0
2,0,0,0,0,515,529,1,0,0,0
3,0,0,0,0,512,527,1,0,0,0
4,0,0,0,0,517,521,0,0,0,0
5,0,0,0,0,502,521,0,0,0,0
6,0,0,0,0,506,517,0,0,0,0
7,0,0,0,0,507,517,0,0,0,0
8,0,0,0,0,501,516,0,0,0,0
9,0,0,0,0,495,519,0,0,0,0
10,0,0,0,0,476,524,1,0,0,0
11,0,0,0,0,479,525,0,0,0,0
12,0,0,0,0,490,520,0,0,0,0
13,0,0,0,0,496,519,0,0,0,0
14,0,0,0,0,501,519,0,0,0,0
15,0,0,0,0,498,522,1,0,0,0
0,0,0,0,0,502,522,0,0,0,0
1,0,0,0,0,521,517,0,0,0,0
2,0,0,0,0,530,512,0,0,0,0
3,0,0,0,0,521,517,1,0,0,0
4,0,0,0,0,526,512,0,0,0,0
5,0,0,0,0,533,509,0,0,0,0
6,0,0,0,0,527,510,0,0,0,0
7,0,0,0,0,519,513,0,0,0,0
8,0,0,0,0,524,508,0,0,0,0
9,0,0,0,0,523,507,1,0,0,0
10,0,0,0,0,505,510,0,0,0,0
11,0,0,0,0,504,509,0,0,0,0
12,0,0,0,0,510,504,0,0,0,0
13,0,0,0,0,503,505,0,0,0,0
14,0,0,0,0,486,509,0,0,0,0
15,0,0,0,0,488,504,0,0,0,0
0,0,0,0,0,489,502,0,0,0,0
1,0,0,0,0,472,507,0,0,0,0
2,0,0,0,0,474,508,0,0,0,0
3,0,0,0,0,485,505,0,0,0,0
4,0,0,0,0,485,490,0,0,0,0
5,0,0,0,0,478,490,0,0,0,0
6,0,0,0,0,477,492,0,0,0,0
7,0,0,0,0,491,478,0,0,0,0
8,0,0,0,0,499,492,0,0,0,0
9,0,0,0,0,489,509,0,0,0,0
10,0,0,0,0,503,510,0,0,0,0
11,0,0,0,0,514,520,0,0,0,0
12,0,0,0,0,514,526,0,0,0,0
13,0,0,0,0,513,524,0,0,0,0
14,0,0,0,0,508,520,0,0,0,0
15,0,0,0,0,502,519,0,0,0,0
0,0,0,0,0,487,519,0,0,0,0
1,0,0,0,0,480,521,0,0,0,0
2,0,0,0,0,496,511,0,0,0,0
3,0,0,0,0,506,475,0,0,0,0
4,0,0,0,0,496,366,0,0,0,0
5,0,0,0,0,493,68,0,0,0,0
6,0,0,0,0,505,0,0,0,0,0
7,0,0,0,0,507,592,0,0,0,0
8,0,0,0,0,492,1022,3,0,0,0
9,0,0,0,0,498,836,1,0,0,0
10,0,0,0,0,501,644,0,0,0,0
11,0,0,0,0,490,557,1,0,0,0
12,0,0,0,0,487,532,0,0,0,0
13,0,0,0,0,496,517,0,0,0,0
14,0,0,0,0,497,508,0,0,0,0
15,0,0,0,0,483,507,0,0,0,0
0,0,0,0,0,493,496,0,0,0,0
1,0,0,0,0,498,490,0,0,0,0
2,0,0,0,0,488,492,0,0,0,0
3,0,0,0,0,491,491,0,0,0,0
4,0,0,0,0,499,485,0,0,0,0
5,0,0,0,0,495,483,0,0,0,0
6,0,0,0,0,480,483,0,0,0,0
7,0,0,0,0,487,481,0,0,0,0
8,0,0,0,0,490,477,0,0,0,0
9,0,0,0,0,488,478,0,0,0,0
10,0,0,0,0,487,476,0,0,0,0
11,0,0,0,0,495,480,0,0,0,0
12,0,0,0,0,533,476,0,0,0,0
13,0,0,0,0,574,480,0,0,0,0
14,0,0,0,0,606,488,0,0,0,0
15,0,0,0,0,658,496,0,0,0,0
0,0,0,0,0,709,504,0,0,0,0
1,0,0,0,0,743,512,0,0,0,0
2,0,0,0,0,766,519,0,0,0,0
3,0,0,0,0,762,529,0,0,0,0
4,0,0,0,0,757,540,0,0,0,0
5,0,0,0,0,752,541,0,0,0,0
6,0,0,0,0,730,543,0,0,0,0
7,0,0,0,0,684,551,0,0,0,0
8,0,0,0,0,648,552,1,0,0,0
9,0,0,0,0,623,548,0,0,0,0
10,0,0,0,0,594,541,0,0,0,0
11,0,0,0,0,553,542,1,0,0,0
12,0,0,0,0,534,537,0,0,0,0
13,0,0,0,0,524,528,0,0,0,0
14,0,0,0,0,506,524,0,0,0,0
15,0,0,0,0,493,524,0,0,0,0
0,0,0,0,0,497,517,0,0,0,0
1,0,0,0,0,496,513,0,0,0,0
2,0,0,0,0,478,515,0,0,0,0
3,0,0,0,0,478,515,0,0,0,0
4,0,0,0,0,482,511,0,0,0,0
5,0,0,0,0,477,513,0,0,0,0
6,0,0,0,0,462,516,0,0,0,0
7,0,0,0,0,469,513,0,0,0,0
8,0,0,0,0,472,514,0,0,0,0
9,0,0,0,0,459,523,0,0,0,0
10,0,0,0,0,464,522,0,0,0,0
11,0,0,0,0,484,516,1,0,0,0
12,0,0,0,0,495,511,0,0,0,0
13,0,0,0,0,488,517,0,0,0,0
14,0,0,0,0,488,516,0,0,0,0
15,0,0,0,0,502,509,0,0,0,0
0,0,0,0,0,505,507,0,0,0,0
1,0,0,0,0,489,511,0,0,0,0
2,0,0,0,0,497,505,0,0,0,0
3,0,0,0,0,502,502,0,0,0,0
4,0,0,0,0,499,500,0,0,0,0
5,0,0,0,0,493,503,0,0,0,0
6,0,0,0,0,486,503,0,0,0,0
7,0,0,0,0,468,507,1,0,0,0
8,0,0,0,0,463,510,0,0,0,0
9,0,0,0,0,473,503,0,0,0,0
10,0,0,0,0,477,500,0,0,0,0
11,0,0,0,0,464,507,1,0,0,0
12,0,0,0,0,470,504,0,0,0,0
13,0,0,0,0,479,499,0,0,0,0
14,0,0,0,0,476,502,0,0,0,0
15,0,0,0,0,475,507,0,0,0,0
0,0,0,0,0,486,501,0,0,0,0
1,0,0,0,0,489,500,0,0,0,0
2,0,0,0,0,482,504,0,0,0,0
3,0,0,0,0,490,502,0,0,0,0
4,0,0,0,0,497,496,0,0,0,0
5,0,0,0,0,489,487,0,0,0,0
6,0,0,0,0,486,491,0,0,0,0
7,0,0,0,0,495,474,0,0,0,0
8,0,0,0,0,496,480,0,0,0,0
9,0,0,0,0,479,505,0,0,0,0
10,0,0,0,0,483,505,0,0,0,0
11,0,0,0,0,489,512,1,0,0,0
12,0,0,0,0,486,525,0,0,0,0
13,0,0,0,0,472,528,0,0,0,0
14,0,0,0,0,476,526,0,0,0,0
15,0,0,0,0,484,520,1,0,0,0
0,0,0,0,0,482,517,0,0,0,0
1,0,0,0,0,468,522,0,0,0,0
2,0,0,0,0,477,517,0,0,0,0
3,0,0,0,0,489,501,1,0,0,0
4,0,0,0,0,489,423,0,0,0,0
5,0,0,0,0,476,220,0,0,0,0
6,0,0,0,0,478,0,0,0,0,0
7,0,0,0,0,489,318,0,0,0,0
8,0,0,0,0,490,921,2,0,0,0
9,0,0,0,0,472,909,2,0,0,0
10,0,0,0,0,477,717,1,0,0,0
11,0,0,0,0,481,580,1,0,0,0
12,0,0,0,0,476,534,0,0,0,0
13,0,0,0,0,471,522,0,0,0,0
14,0,0,0,0,456,520,0,0,0,0
15,0,0,0,0,465,508,0,0,0,0
0,0,0,0,0,470,499,0,0,0,0
1,0,0,0,0,460,498,0,0,0,0
2,0,0,0,0,455,500,0,0,0,0
3,0,0,0,0,465,494,1,0,0,0
4,0,0,0,0,470,489,1,0,0,0
5,0,0,0,0,459,493,0,0,0,0
6,0,0,0,0,462,492,0,0,0,0
7,0,0,0,0,472,487,1,0,0,0
8,0,0,0,0,474,484,0,0,0,0
9,0,0,0,0,463,489,0,0,0,0
10,0,0,0,0,477,487,0,0,0,0
11,0,0,0,0,499,484,0,0,0,0
12,0,0,0,0,518,483,1,0,0,0
13,0,0,0,0,534,491,0,0,0,0
14,0,0,0,0,577,494,0,0,0,0
15,0,0,0,0,621,498,1,0,0,0
0,0,0,0,0,649,511,0,0,0,0
1,0,0,0,0,674,523,0,0,0,0
2,0,0,0,0,708,526,0,0,0,0
3,0,0,0,0,729,532,1,0,0,0
4,0,0,0,0,718,539,0,0,0,0
5,0,0,0,0,695,550,0,0,0,0
6,0,0,0,0,665,556,1,0,0,0
7,0,0,0,0,643,554,1,0,0,0
8,0,0,0,0,609,553,0,0,0,0
9,0,0,0,0,557,558,0,0,0,0
10,0,0,0,0,524,556,1,0,0,0
11,0,0,0,0,503,550,1,0,0,0
12,0,0,0,0,478,543,0,0,0,0
13,0,0,0,0,452,544,0,0,0,0
14,0,0,0,0,451,538,1,0,0,0
15,0,0,0,0,453,531,1,0,0,0
0,0,0,0,0,449,527,0,0,0,0
1,0,0,0,0,435,532,0,0,0,0
2,0,0,0,0,444,527,1,0,0,0
3,0,0,0,0,457,521,1,0,0,0
4,0,0,0,0,456,518,1,0,0,0
5,0,0,0,0,442,526,0,0,0,0
6,0,0,0,0,447,526,1,0,0,0
7,0,0,0,0,453,524,1,0,0,0
8,0,0,0,0,445,527,0,0,0,0
9,0,0,0,0,442,531,0,0,0,0
10,0,0,0,0,456,524,1,0,0,0
11,0,0,0,0,463,521,1,0,0,0
12,0,0,0,0,454,527,0,0,0,0
13,0,0,0,0,456,529,0,0,0,0
14,0,0,0,0,470,522,0,0,0,0
15,0,0,0,0,476,519,1,0,0,0
0,0,0,0,0,465,523,1,0,0,0
1,0,0,0,0,475,522,0,0,0,0
2,0,0,0,0,478,515,0,0,0,0
3,0,0,0,0,474,516,1,0,0,0
4,0,0,0,0,471,514,1,0,0,0
5,0,0,0,0,452,520,0,0,0,0
6,0,0,0,0,451,520,0,0,0,0
7,0,0,0,0,458,519,1,0,0,0
8,0,0,0,0,472,514,0,0,0,0
9,0,0,0,0,476,509,0,0,0,0
10,0,0,0,0,460,517,1,0,0,0
11,0,0,0,0,468,510,1,0,0,0
12,0,0,0,0,470,508,1,0,0,0
13,0,0,0,0,456,511,0,0,0,0
14,0,0,0,0,454,514,0,0,0,0
15,0,0,0,0,462,508,1,0,0,0
0,0,0,0,0,462,506,0,0,0,0
1,0,0,0,0,446,514,0,0,0,0
2,0,0,0,0,452,510,0,0,0,0
3,0,0,0,0,457,507,1,0,0,0
4,0,0,0,0,453,506,1,0,0,0
5,0,0,0,0,450,505,0,0,0,0
6,0,0,0,0,438,510,1,0,0,0
7,0,0,0,0,435,504,1,0,0,0
8,0,0,0,0,446,490,0,0,0,0
9,0,0,0,0,451,493,0,0,0,0
10,0,0,0,0,442,484,0,0,0,0
11,0,0,0,0,445,498,1,0,0,0
12,0,0,0,0,460,505,1,0,0,0
13,0,0,0,0,465,507,0,0,0,0
14,0,0,0,0,452,526,1,0,0,0
15,0,0,0,0,464,530,1,0,0,0
0,0,0,0,0,470,525,0,0,0,0
1,0,0,0,0,456,527,0,0,0,0
2,0,0,0,0,459,524,1,0,0,0
3,0,0,0,0,468,516,1,0,0,0
4,0,0,0,0,468,511,0,0,0,0
5,0,0,0,0,454,516,0,0,0,0
6,0,0,0,0,453,488,1,0,0,0
7,0,0,0,0,464,385,0,0,0,0
8,0,0,0,0,466,94,0,0,0,0
9,0,0,0,0,448,14,0,0,0,0
10,0,0,0,0,453,579,1,0,0,0
11,0,0,0,0,458,1011,4,0,0,0
12,0,0,0,0,454,828,2,0,0,0
13,0,0,0,0,440,679,1,0,0,0
14,0,0,0,0,447,568,1,0,0,0
15,0,0,0,0,452,526,1,0,0,0
0,0,0,0,0,445,514,0,0,0,0
1,0,0,0,0,442,511,1,0,0,0
2,0,0,0,0,457,498,1,0,0,0
3,0,0,0,0,464,493,1,0,0,0
4,0,0,0,0,454,490,0,0,0,0
5,0,0,0,0,457,490,0,0,0,0
6,0,0,0,0,468,483,0,0,0,0
7,0,0,0,0,470,480,0,0,0,0
8,0,0,0,0,456,485,1,0,0,0
9,0,0,0,0,462,476,1,0,0,0
10,0,0,0,0,462,474,0,0,0,0
11,0,0,0,0,455,474,1,0,0,0
12,0,0,0,0,452,473,0,0,0,0
13,0,0,0,0,439,477,0,0,0,0
14,0,0,0,0,442,481,0,0,0,0
15,0,0,0,0,470,477,1,0,0,0
0,0,0,0,0,501,481,0,0,0,0
1,0,0,0,0,521,492,0,0,0,0
2,0,0,0,0,566,501,0,0,0,0
3,0,0,0,0,610,509,1,0,0,0
4,0,0,0,0,641,517,0,0,0,0
5,0,0,0,0,648,535,1,0,0,0
6,0,0,0,0,666,542,1,0,0,0
7,0,0,0,0,668,547,1,0,0,0
8,0,0,0,0,651,552,1,0,0,0
9,0,0,0,0,629,558,1,0,0,0
10,0,0,0,0,588,565,0,0,0,0
11,0,0,0,0,563,566,1,0,0,0
12,0,0,0,0,543,559,1,0,0,0
13,0,0,0,0,514,557,0,0,0,0
14,0,0,0,0,478,556,0,0,0,0
15,0,0,0,0,465,548,1,0,0,0
