nSeq,I1,I2,O1,O2,A1,A2,A3,A4,A5,A6
13,0,0,0,0,451,503,0,0,0,0
14,0,0,0,0,444,506,0,0,0,0
15,0,0,0,0,454,499,0,0,0,0
0,0,0,0,0,462,486,0,0,0,0
1,0,0,0,0,452,499,0,0,0,0
2,0,0,0,0,464,478,0,0,0,0
3,0,0,0,0,473,491,0,0,0,0
4,0,0,0,0,467,502,0,0,0,0
5,0,0,0,0,462,509,0,0,0,0
6,0,0,0,0,471,513,0,0,0,0
7,0,0,0,0,473,524,0,0,0,0
8,0,0,0,0,458,525,0,0,0,0
9,0,0,0,0,452,527,0,0,0,0
10,0,0,0,0,463,516,0,0,0,0
11,0,0,0,0,464,513,0,0,0,0
12,0,0,0,0,448,515,0,0,0,0
13,0,0,0,0,444,517,0,0,0,0
14,0,0,0,0,451,486,0,0,0,0
15,0,0,0,0,451,391,0,0,0,0
0,0,0,0,0,436,132,0,0,0,0
1,0,0,0,0,439,0,0,0,0,0
2,0,0,0,0,444,464,0,0,0,0
3,0,0,0,0,439,1002,3,0,0,0
4,0,0,0,0,430,873,2,0,0,0
5,0,0,0,0,435,685,1,0,0,0
6,0,0,0,0,449,567,0,0,0,0
7,0,0,0,0,455,532,0,0,0,0
8,0,0,0,0,444,525,0,0,0,0
9,0,0,0,0,455,513,0,0,0,0
10,0,0,0,0,462,502,0,0,0,0
11,0,0,0,0,459,498,0,0,0,0
12,0,0,0,0,457,489,0,0,0,0
13,0,0,0,0,451,491,0,0,0,0
14,0,0,0,0,444,487,0,0,0,0
15,0,0,0,0,428,493,0,0,0,0
0,0,0,0,0,428,488,0,0,0,0
1,0,0,0,0,438,484,0,0,0,0
2,0,0,0,0,445,480,0,0,0,0
3,0,0,0,0,455,479,0,0,0,0
4,0,0,0,0,455,474,0,0,0,0
5,0,0,0,0,452,479,0,0,0,0
6,0,0,0,0,461,476,0,0,0,0
7,0,0,0,0,496,474,0,0,0,0
8,0,0,0,0,535,472,0,0,0,0
9,0,0,0,0,568,488,0,0,0,0
10,0,0,0,0,625,489,0,0,0,0
11,0,0,0,0,680,499,0,0,0,0
12,0,0,0,0,718,507,0,0,0,0
13,0,0,0,0,732,524,0,0,0,0
14,0,0,0,0,750,526,0,0,0,0
15,0,0,0,0,749,536,0,0,0,0
0,0,0,0,0,718,546,0,0,0,0
1,0,0,0,0,687,554,0,0,0,0
2,0,0,0,0,658,550,0,0,0,0
3,0,0,0,0,619,555,1,0,0,0
4,0,0,0,0,567,557,0,0,0,0
5,0,0,0,0,527,556,0,0,0,0
6,0,0,0,0,507,543,0,0,0,0
7,0,0,0,0,484,540,0,0,0,0
8,0,0,0,0,452,537,0,0,0,0
9,0,0,0,0,447,533,0,0,0,0
10,0,0,0,0,448,524,0,0,0,0
11,0,0,0,0,440,525,0,0,0,0
12,0,0,0,0,429,523,0,0,0,0
13,0,0,0,0,432,523,0,0,0,0
14,0,0,0,0,440,511,0,0,0,0
15,0,0,0,0,440,514,0,0,0,0
0,0,0,0,0,422,518,0,0,0,0
1,0,0,0,0,427,516,0,0,0,0
2,0,0,0,0,431,513,0,0,0,0
3,0,0,0,0,428,515,0,0,0,0
4,0,0,0,0,424,514,0,0,0,0
5,0,0,0,0,425,518,0,0,0,0
6,0,0,0,0,420,516,0,0,0,0
7,0,0,0,0,427,519,0,0,0,0
8,0,0,0,0,441,509,0,0,0,0
9,0,0,0,0,441,514,0,0,0,0
10,0,0,0,0,440,512,0,0,0,0
11,0,0,0,0,450,511,0,0,0,0
12,0,0,0,0,452,505,0,0,0,0
13,0,0,0,0,439,513,0,0,0,0
14,0,0,0,0,445,506,0,0,0,0
15,0,0,0,0,450,507,0,0,0,0
0,0,0,0,0,440,505,0,0,0,0
1,0,0,0,0,432,514,0,0,0,0
2,0,0,0,0,444,505,0,0,0,0
3,0,0,0,0,449,505,0,0,0,0
4,0,0,0,0,439,503,0,0,0,0
5,0,0,0,0,438,509,0,0,0,0
6,0,0,0,0,448,501,0,0,0,0
7,0,0,0,0,450,504,0,0,0,0
8,0,0,0,0,438,508,0,0,0,0
9,0,0,0,0,440,510,0,0,0,0
10,0,0,0,0,444,505,0,0,0,0
11,0,0,0,0,456,504,0,0,0,0
12,0,0,0,0,460,499,0,0,0,0
13,0,0,0,0,444,508,0,0,0,0
14,0,0,0,0,451,503,0,0,0,0
15,0,0,0,0,455,504,0,0,0,0
0,0,0,0,0,442,503,0,0,0,0
1,0,0,0,0,440,510,0,0,0,0
2,0,0,0,0,449,498,0,0,0,0
3,0,0,0,0,450,502,0,0,0,0
4,0,0,0,0,435,499,0,0,0,0
5,0,0,0,0,436,492,0,0,0,0
6,0,0,0,0,448,489,0,0,0,0
7,0,0,0,0,452,481,0,0,0,0
8,0,0,0,0,450,482,0,0,0,0
9,0,0,0,0,448,502,0,0,0,0
10,0,0,0,0,443,503,0,0,0,0
11,0,0,0,0,440,519,0,0,0,0
12,0,0,0,0,429,529,0,0,0,0
13,0,0,0,0,437,529,0,0,0,0
14,0,0,0,0,446,521,0,0,0,0
15,0,0,0,0,451,522,0,0,0,0
0,0,0,0,0,461,512,0,0,0,0
1,0,0,0,0,459,514,0,0,0,0
2,0,0,0,0,447,512,0,0,0,0
3,0,0,0,0,455,492,0,0,0,0
4,0,0,0,0,455,400,0,0,0,0
5,0,0,0,0,443,158,0,0,0,0
6,0,0,0,0,444,0,0,0,0,0
7,0,0,0,0,450,447,0,0,0,0
8,0,0,0,0,447,981,3,0,0,0
9,0,0,0,0,435,852,2,0,0,0
10,0,0,0,0,441,701,1,0,0,0
11,0,0,0,0,448,579,1,0,0,0
12,0,0,0,0,444,527,0,0,0,0
13,0,0,0,0,439,518,0,0,0,0
14,0,0,0,0,451,502,0,0,0,0
15,0,0,0,0,456,499,0,0,0,0
0,0,0,0,0,446,497,0,0,0,0
1,0,0,0,0,448,494,0,0,0,0
2,0,0,0,0,465,484,0,0,0,0
3,0,0,0,0,472,484,0,0,0,0
4,0,0,0,0,459,484,0,0,0,0
5,0,0,0,0,461,482,0,0,0,0
6,0,0,0,0,467,472,0,0,0,0
7,0,0,0,0,464,473,0,0,0,0
8,0,0,0,0,448,473,0,0,0,0
9,0,0,0,0,459,472,0,0,0,0
10,0,0,0,0,467,463,0,0,0,0
11,0,0,0,0,473,468,0,0,0,0
12,0,0,0,0,489,465,0,0,0,0
13,0,0,0,0,510,472,0,0,0,0
14,0,0,0,0,550,474,0,0,0,0
15,0,0,0,0,591,492,0,0,0,0
0,0,0,0,0,649,495,0,0,0,0
1,0,0,0,0,695,506,0,0,0,0
2,0,0,0,0,714,522,0,0,0,0
3,0,0,0,0,737,531,0,0,0,0
4,0,0,0,0,747,534,0,0,0,0
5,0,0,0,0,735,544,0,0,0,0
6,0,0,0,0,702,556,0,0,0,0
7,0,0,0,0,678,560,1,0,0,0
8,0,0,0,0,641,556,0,0,0,0
9,0,0,0,0,588,566,0,0,0,0
10,0,0,0,0,559,557,0,0,0,0
11,0,0,0,0,532,553,1,0,0,0
12,0,0,0,0,498,546,0,0,0,0
13,0,0,0,0,470,548,0,0,0,0
14,0,0,0,0,463,538,0,0,0,0
15,0,0,0,0,455,531,0,0,0,0
0,0,0,0,0,437,531,0,0,0,0
1,0,0,0,0,442,526,0,0,0,0
2,0,0,0,0,449,516,0,0,0,0
3,0,0,0,0,447,520,0,0,0,0
4,0,0,0,0,433,520,0,0,0,0
5,0,0,0,0,434,522,0,0,0,0
6,0,0,0,0,442,516,0,0,0,0
7,0,0,0,0,441,522,0,0,0,0
8,0,0,0,0,432,521,0,0,0,0
9,0,0,0,0,447,520,0,0,0,0
10,0,0,0,0,455,516,0,0,0,0
11,0,0,0,0,452,524,0,0,0,0
12,0,0,0,0,450,521,0,0,0,0
13,0,0,0,0,465,519,0,0,0,0
14,0,0,0,0,475,515,0,0,0,0
15,0,0,0,0,477,516,0,0,0,0
0,0,0,0,0,477,510,0,0,0,0
1,0,0,0,0,473,514,0,0,0,0
2,0,0,0,0,455,515,0,0,0,0
3,0,0,0,0,461,515,0,0,0,0
4,0,0,0,0,472,508,0,0,0,0
5,0,0,0,0,470,509,0,0,0,0
6,0,0,0,0,458,508,0,0,0,0
7,0,0,0,0,464,510,0,0,0,0
8,0,0,0,0,466,504,0,0,0,0
9,0,0,0,0,452,512,0,0,0,0
10,0,0,0,0,454,504,0,0,0,0
11,0,0,0,0,461,506,0,0,0,0
12,0,0,0,0,459,503,0,0,0,0
13,0,0,0,0,446,510,0,0,0,0
14,0,0,0,0,455,502,0,0,0,0
15,0,0,0,0,459,505,0,0,0,0
0,0,0,0,0,449,503,0,0,0,0
1,0,0,0,0,449,513,0,0,0,0
2,0,0,0,0,463,491,0,0,0,0
3,0,0,0,0,471,489,0,0,0,0
4,0,0,0,0,461,493,0,0,0,0
5,0,0,0,0,463,483,0,0,0,0
6,0,0,0,0,479,496,0,0,0,0
7,0,0,0,0,485,504,0,0,0,0
8,0,0,0,0,473,516,0,0,0,0
9,0,0,0,0,472,530,0,0,0,0
10,0,0,0,0,487,521,0,0,0,0
11,0,0,0,0,492,522,0,0,0,0
12,0,0,0,0,483,516,0,0,0,0
13,0,0,0,0,471,524,0,0,0,0
14,0,0,0,0,473,514,0,0,0,0
15,0,0,0,0,476,512,0,0,0,0
0,0,0,0,0,462,508,0,0,0,0
1,0,0,0,0,457,458,0,0,0,0
2,0,0,0,0,467,288,0,0,0,0
3,0,0,0,0,468,0,0,0,0,0
4,0,0,0,0,464,137,0,0,0,0
5,0,0,0,0,462,799,1,0,0,0
6,0,0,0,0,455,949,3,0,0,0
7,0,0,0,0,451,775,2,0,0,0
8,0,0,0,0,446,633,1,0,0,0
9,0,0,0,0,445,556,0,0,0,0
10,0,0,0,0,464,517,0,0,0,0
11,0,0,0,0,476,507,0,0,0,0
12,0,0,0,0,475,500,0,0,0,0
13,0,0,0,0,471,500,0,0,0,0
14,0,0,0,0,484,486,0,0,0,0
15,0,0,0,0,489,486,0,0,0,0
0,0,0,0,0,478,483,0,0,0,0
1,0,0,0,0,477,487,0,0,0,0
2,0,0,0,0,485,475,0,0,0,0
3,0,0,0,0,484,473,0,0,0,0
4,0,0,0,0,468,475,0,0,0,0
5,0,0,0,0,463,478,0,0,0,0
6,0,0,0,0,474,467,0,0,0,0
7,0,0,0,0,477,465,0,0,0,0
8,0,0,0,0,468,467,0,0,0,0
9,0,0,0,0,484,467,0,0,0,0
10,0,0,0,0,511,464,0,0,0,0
11,0,0,0,0,542,474,0,0,0,0
12,0,0,0,0,575,483,1,0,0,0
13,0,0,0,0,626,498,0,0,0,0
14,0,0,0,0,688,501,0,0,0,0
15,0,0,0,0,734,513,0,0,0,0
0,0,0,0,0,752,525,0,0,0,0
1,0,0,0,0,773,537,0,0,0,0
2,0,0,0,0,777,541,0,0,0,0
3,0,0,0,0,751,558,1,0,0,0
4,0,0,0,0,729,561,0,0,0,0
5,0,0,0,0,705,563,0,0,0,0
6,0,0,0,0,665,562,0,0,0,0
7,0,0,0,0,616,569,1,0,0,0
8,0,0,0,0,588,556,0,0,0,0
9,0,0,0,0,559,551,0,0,0,0
10,0,0,0,0,530,544,0,0,0,0
11,0,0,0,0,502,546,1,0,0,0
12,0,0,0,0,492,539,0,0,0,0
13,0,0,0,0,494,535,0,0,0,0
14,0,0,0,0,490,524,0,0,0,0
15,0,0,0,0,480,529,0,0,0,0
0,0,0,0,0,487,520,0,0,0,0
1,0,0,0,0,492,521,0,0,0,0
2,0,0,0,0,481,521,0,0,0,0
3,0,0,0,0,481,525,0,0,0,0
4,0,0,0,0,492,516,0,0,0,0
5,0,0,0,0,496,523,0,0,0,0
6,0,0,0,0,486,524,0,0,0,0
7,0,0,0,0,496,526,0,0,0,0
8,0,0,0,0,508,521,0,0,0,0
9,0,0,0,0,503,527,0,0,0,0
10,0,0,0,0,511,521,0,0,0,0
11,0,0,0,0,528,519,0,0,0,0
12,0,0,0,0,536,513,0,0,0,0
13,0,0,0,0,524,523,0,0,0,0
14,0,0,0,0,526,518,0,0,0,0
15,0,0,0,0,535,514,0,0,0,0
0,0,0,0,0,536,507,0,0,0,0
1,0,0,0,0,517,518,0,0,0,0
2,0,0,0,0,515,512,0,0,0,0
3,0,0,0,0,521,511,0,0,0,0
4,0,0,0,0,519,504,0,0,0,0
5,0,0,0,0,499,514,0,0,0,0
6,0,0,0,0,494,511,0,0,0,0
7,0,0,0,0,497,512,0,0,0,0
8,0,0,0,0,504,503,0,0,0,0
9,0,0,0,0,496,508,0,0,0,0
10,0,0,0,0,488,509,0,0,0,0
11,0,0,0,0,496,507,0,0,0,0
12,0,0,0,0,497,501,0,0,0,0
13,0,0,0,0,492,501,0,0,0,0
14,0,0,0,0,488,485,0,0,0,0
15,0,0,0,0,482,490,0,0,0,0
0,0,0,0,0,478,476,0,0,0,0
1,0,0,0,0,477,485,0,0,0,0
2,0,0,0,0,463,508,0,0,0,0
3,0,0,0,0,467,513,0,0,0,0
4,0,0,0,0,489,512,0,0,0,0
5,0,0,0,0,502,526,0,0,0,0
6,0,0,0,0,493,525,0,0,0,0
7,0,0,0,0,496,527,0,0,0,0
8,0,0,0,0,505,516,0,0,0,0
9,0,0,0,0,502,520,0,0,0,0
10,0,0,0,0,491,515,0,0,0,0
11,0,0,0,0,500,515,0,0,0,0
12,0,0,0,0,503,491,0,0,0,0
13,0,0,0,0,497,406,0,0,0,0
14,0,0,0,0,491,157,0,0,0,0
15,0,0,0,0,483,0,0,0,0,0
0,0,0,0,0,493,391,0,0,0,0
1,0,0,0,0,497,984,3,0,0,0
2,0,0,0,0,488,896,2,0,0,0
3,0,0,0,0,493,716,1,0,0,0
4,0,0,0,0,504,578,0,0,0,0
5,0,0,0,0,503,531,0,0,0,0
6,0,0,0,0,492,520,0,0,0,0
7,0,0,0,0,499,510,0,0,0,0
8,0,0,0,0,504,497,0,0,0,0
9,0,0,0,0,490,501,0,0,0,0
10,0,0,0,0,490,492,0,0,0,0
11,0,0,0,0,500,488,0,0,0,0
12,0,0,0,0,500,481,0,0,0,0
13,0,0,0,0,486,489,0,0,0,0
14,0,0,0,0,483,484,0,0,0,0
15,0,0,0,0,493,481,0,0,0,0
0,0,0,0,0,495,475,0,0,0,0
1,0,0,0,0,480,483,0,0,0,0
2,0,0,0,0,487,475,0,0,0,0
3,0,0,0,0,499,473,0,0,0,0
4,0,0,0,0,510,469,0,0,0,0
5,0,0,0,0,532,472,0,0,0,0
6,0,0,0,0,556,478,0,0,0,0
7,0,0,0,0,608,486,0,0,0,0
8,0,0,0,0,666,491,0,0,0,0
9,0,0,0,0,724,503,0,0,0,0
10,0,0,0,0,782,504,0,0,0,0
11,0,0,0,0,817,517,0,0,0,0
12,0,0,0,0,822,529,0,0,0,0
13,0,0,0,0,831,540,0,0,0,0
14,0,0,0,0,820,543,0,0,0,0
15,0,0,0,0,782,560,1,0,0,0
0,0,0,0,0,743,560,0,0,0,0
1,0,0,0,0,713,561,0,0,0,0
2,0,0,0,0,673,553,0,0,0,0
3,0,0,0,0,619,560,0,0,0,0
4,0,0,0,0,587,551,0,0,0,0
5,0,0,0,0,563,546,0,0,0,0
6,0,0,0,0,538,540,0,0,0,0
7,0,0,0,0,515,539,0,0,0,0
8,0,0,0,0,515,526,0,0,0,0
9,0,0,0,0,515,525,0,0,0,0
10,0,0,0,0,500,523,0,0,0,0
11,0,0,0,0,505,522,0,0,0,0
12,0,0,0,0,515,513,0,0,0,0
13,0,0,0,0,516,517,0,0,0,0
14,0,0,0,0,498,518,0,0,0,0
15,0,0,0,0,497,522,0,0,0,0
0,0,0,0,0,505,514,0,0,0,0
1,0,0,0,0,506,518,0,0,0,0
2,0,0,0,0,491,520,0,0,0,0
3,0,0,0,0,495,522,0,0,0,0
4,0,0,0,0,504,513,0,0,0,0
5,0,0,0,0,504,517,0,0,0,0
6,0,0,0,0,495,517,0,0,0,0
7,0,0,0,0,504,516,0,0,0,0
8,0,0,0,0,510,508,0,0,0,0
9,0,0,0,0,499,515,0,0,0,0
10,0,0,0,0,501,512,0,0,0,0
11,0,0,0,0,513,510,0,0,0,0
12,0,0,0,0,518,505,0,0,0,0
13,0,0,0,0,503,514,0,0,0,0
14,0,0,0,0,500,510,0,0,0,0
15,0,0,0,0,511,507,0,0,0,0
0,0,0,0,0,513,503,0,0,0,0
1,0,0,0,0,497,513,0,0,0,0
2,0,0,0,0,498,505,0,0,0,0
3,0,0,0,0,506,507,0,0,0,0
4,0,0,0,0,503,502,0,0,0,0
5,0,0,0,0,490,511,0,0,0,0
6,0,0,0,0,495,501,0,0,0,0
7,0,0,0,0,499,503,0,0,0,0
8,0,0,0,0,491,503,0,0,0,0
9,0,0,0,0,483,510,0,0,0,0
10,0,0,0,0,495,501,0,0,0,0
11,0,0,0,0,499,502,0,0,0,0
12,0,0,0,0,487,504,0,0,0,0
13,0,0,0,0,486,496,0,0,0,0
14,0,0,0,0,497,482,0,0,0,0
15,0,0,0,0,501,488,0,0,0,0
0,0,0,0,0,489,479,0,0,0,0
1,0,0,0,0,500,499,0,0,0,0
2,0,0,0,0,505,500,0,0,0,0
3,0,0,0,0,494,515,0,0,0,0
4,0,0,0,0,496,522,0,0,0,0
5,0,0,0,0,505,528,0,0,0,0
6,0,0,0,0,505,520,0,0,0,0
7,0,0,0,0,495,527,0,0,0,0
8,0,0,0,0,503,515,0,0,0,0
9,0,0,0,0,506,517,0,0,0,0
10,0,0,0,0,495,516,0,0,0,0
11,0,0,0,0,497,514,0,0,0,0
12,0,0,0,0,504,460,0,0,0,0
13,0,0,0,0,502,337,0,0,0,0
14,0,0,0,0,499,15,0,0,0,0
15,0,0,0,0,483,44,0,0,0,0
0,0,0,0,0,485,667,1,0,0,0
1,0,0,0,0,487,989,3,0,0,0
2,0,0,0,0,494,801,1,0,0,0
3,0,0,0,0,504,625,1,0,0,0
4,0,0,0,0,503,550,0,0,0,0
5,0,0,0,0,489,539,0,0,0,0
6,0,0,0,0,499,521,0,0,0,0
7,0,0,0,0,503,516,0,0,0,0
8,0,0,0,0,492,508,0,0,0,0
9,0,0,0,0,484,508,0,0,0,0
10,0,0,0,0,495,496,0,0,0,0
11,0,0,0,0,508,492,0,0,0,0
12,0,0,0,0,508,486,0,0,0,0
13,0,0,0,0,497,492,0,0,0,0
14,0,0,0,0,497,485,0,0,0,0
15,0,0,0,0,505,483,0,0,0,0
0,0,0,0,0,505,475,0,0,0,0
1,0,0,0,0,490,482,0,0,0,0
2,0,0,0,0,499,475,0,0,0,0
3,0,0,0,0,518,473,0,0,0,0
4,0,0,0,0,534,466,0,0,0,0
5,0,0,0,0,552,480,0,0,0,0
6,0,0,0,0,595,479,0,0,0,0
7,0,0,0,0,658,483,0,0,0,0
8,0,0,0,0,716,486,0,0,0,0
9,0,0,0,0,750,507,0,0,0,0
10,0,0,0,0,792,510,0,0,0,0
11,0,0,0,0,823,519,0,0,0,0
12,0,0,0,0,827,525,0,0,0,0
13,0,0,0,0,815,536,0,0,0,0
14,0,0,0,0,776,547,0,0,0,0
15,0,0,0,0,747,554,1,0,0,0
0,0,0,0,0,718,548,0,0,0,0
1,0,0,0,0,681,552,0,0,0,0
2,0,0,0,0,637,554,0,0,0,0
3,0,0,0,0,611,551,1,0,0,0
4,0,0,0,0,591,538,0,0,0,0
5,0,0,0,0,569,539,0,0,0,0
6,0,0,0,0,546,537,0,0,0,0
7,0,0,0,0,538,535,0,0,0,0
8,0,0,0,0,547,522,0,0,0,0
9,0,0,0,0,550,521,0,0,0,0
10,0,0,0,0,531,519,0,0,0,0
11,0,0,0,0,528,522,0,0,0,0
12,0,0,0,0,528,511,0,0,0,0
13,0,0,0,0,519,515,0,0,0,0
14,0,0,0,0,495,515,0,0,0,0
15,0,0,0,0,492,518,0,0,0,0
0,0,0,0,0,494,512,0,0,0,0
1,0,0,0,0,484,518,0,0,0,0
2,0,0,0,0,477,519,0,0,0,0
3,0,0,0,0,488,518,0,0,0,0
4,0,0,0,0,496,512,0,0,0,0
5,0,0,0,0,488,521,0,0,0,0
6,0,0,0,0,491,517,0,0,0,0
7,0,0,0,0,508,517,0,0,0,0
8,0,0,0,0,515,509,0,0,0,0
9,0,0,0,0,505,519,0,0,0,0
10,0,0,0,0,511,513,0,0,0,0
11,0,0,0,0,523,511,0,0,0,0
12,0,0,0,0,523,506,0,0,0,0
13,0,0,0,0,511,515,0,0,0,0
14,0,0,0,0,517,505,0,0,0,0
15,0,0,0,0,520,509,0,0,0,0
0,0,0,0,0,510,506,0,0,0,0
1,0,0,0,0,502,511,0,0,0,0
2,0,0,0,0,511,503,0,0,0,0
3,0,0,0,0,511,505,0,0,0,0
4,0,0,0,0,496,504,0,0,0,0
5,0,0,0,0,492,509,0,0,0,0
6,0,0,0,0,501,498,0,0,0,0
7,0,0,0,0,500,501,0,0,0,0
8,0,0,0,0,495,499,0,0,0,0
9,0,0,0,0,479,509,0,0,0,0
10,0,0,0,0,483,500,0,0,0,0
11,0,0,0,0,494,504,0,0,0,0
12,0,0,0,0,495,497,0,0,0,0
13,0,0,0,0,485,508,0,0,0,0
14,0,0,0,0,494,499,0,0,0,0
15,0,0,0,0,501,499,0,0,0,0
0,0,0,0,0,491,500,0,0,0,0
1,0,0,0,0,492,496,0,0,0,0
2,0,0,0,0,505,485,0,0,0,0
3,0,0,0,0,510,479,0,0,0,0
4,0,0,0,0,498,479,0,0,0,0
5,0,0,0,0,505,497,0,0,0,0
6,0,0,0,0,506,495,0,0,0,0
7,0,0,0,0,500,510,0,0,0,0
8,0,0,0,0,489,520,0,0,0,0
9,0,0,0,0,479,529,0,0,0,0
10,0,0,0,0,488,517,0,0,0,0
11,0,0,0,0,492,519,0,0,0,0
12,0,0,0,0,482,514,0,0,0,0
13,0,0,0,0,476,518,0,0,0,0
14,0,0,0,0,484,507,0,0,0,0
15,0,0,0,0,486,502,0,0,0,0
0,0,0,0,0,472,433,0,0,0,0
1,0,0,0,0,468,262,0,0,0,0
2,0,0,0,0,480,0,0,0,0,0
3,0,0,0,0,486,226,0,0,0,0
4,0,0,0,0,474,860,2,0,0,0
5,0,0,0,0,472,936,2,0,0,0
6,0,0,0,0,486,740,1,0,0,0
7,0,0,0,0,494,599,1,0,0,0
8,0,0,0,0,483,538,0,0,0,0
9,0,0,0,0,489,521,0,0,0,0
10,0,0,0,0,494,504,0,0,0,0
11,0,0,0,0,489,503,0,0,0,0
12,0,0,0,0,487,493,0,0,0,0
13,0,0,0,0,478,494,0,0,0,0
14,0,0,0,0,463,492,0,0,0,0
15,0,0,0,0,474,487,0,0,0,0
0,0,0,0,0,481,478,0,0,0,0
1,0,0,0,0,475,483,0,0,0,0
2,0,0,0,0,470,477,0,0,0,0
3,0,0,0,0,481,476,0,0,0,0
4,0,0,0,0,486,470,0,0,0,0
5,0,0,0,0,477,475,0,0,0,0
6,0,0,0,0,475,471,0,0,0,0
7,0,0,0,0,496,471,0,0,0,0
8,0,0,0,0,521,462,0,0,0,0
9,0,0,0,0,540,476,0,0,0,0
10,0,0,0,0,590,476,0,0,0,0
11,0,0,0,0,649,482,0,0,0,0
12,0,0,0,0,698,487,0,0,0,0
13,0,0,0,0,728,507,0,0,0,0
14,0,0,0,0,769,510,0,0,0,0
15,0,0,0,0,792,524,0,0,0,0
0,0,0,0,0,783,531,0,0,0,0
1,0,0,0,0,766,550,0,0,0,0
2,0,0,0,0,755,545,0,0,0,0
3,0,0,0,0,727,553,1,0,0,0
4,0,0,0,0,677,558,0,0,0,0
5,0,0,0,0,639,563,0,0,0,0
6,0,0,0,0,614,553,0,0,0,0
7,0,0,0,0,585,553,1,0,0,0
8,0,0,0,0,545,548,0,0,0,0
9,0,0,0,0,535,543,0,0,0,0
10,0,0,0,0,526,534,0,0,0,0
11,0,0,0,0,508,537,1,0,0,0
12,0,0,0,0,505,528,0,0,0,0
13,0,0,0,0,511,526,0,0,0,0
14,0,0,0,0,508,519,0,0,0,0
15,0,0,0,0,505,520,0,0,0,0
0,0,0,0,0,498,512,0,0,0,0
1,0,0,0,0,486,519,0,0,0,0
2,0,0,0,0,467,521,0,0,0,0
3,0,0,0,0,469,526,0,0,0,0
4,0,0,0,0,484,515,0,0,0,0
5,0,0,0,0,492,521,0,0,0,0
6,0,0,0,0,492,518,0,0,0,0
7,0,0,0,0,493,522,0,0,0,0
8,0,0,0,0,491,518,0,0,0,0
9,0,0,0,0,480,527,0,0,0,0
10,0,0,0,0,494,517,0,0,0,0
11,0,0,0,0,507,518,0,0,0,0
12,0,0,0,0,506,513,0,0,0,0
13,0,0,0,0,498,522,0,0,0,0
14,0,0,0,0,509,511,0,0,0,0
15,0,0,0,0,512,514,0,0,0,0
0,0,0,0,0,503,511,0,0,0,0
1,0,0,0,0,492,518,0,0,0,0
2,0,0,0,0,502,509,0,0,0,0
3,0,0,0,0,504,511,0,0,0,0
4,0,0,0,0,491,510,0,0,0,0
5,0,0,0,0,484,515,0,0,0,0
6,0,0,0,0,493,505,0,0,0,0
7,0,0,0,0,495,508,0,0,0,0
8,0,0,0,0,482,509,0,0,0,0
9,0,0,0,0,491,507,0,0,0,0
10,0,0,0,0,495,502,0,0,0,0
11,0,0,0,0,486,510,1,0,0,0
12,0,0,0,0,485,505,0,0,0,0
13,0,0,0,0,495,504,0,0,0,0
14,0,0,0,0,498,487,0,0,0,0
15,0,0,0,0,485,494,0,0,0,0
0,0,0,0,0,493,482,0,0,0,0
1,0,0,0,0,497,480,0,0,0,0
2,0,0,0,0,488,498,0,0,0,0
3,0,0,0,0,488,508,0,0,0,0
4,0,0,0,0,497,509,0,0,0,0
5,0,0,0,0,500,523,0,0,0,0
6,0,0,0,0,498,519,0,0,0,0
7,0,0,0,0,490,524,0,0,0,0
8,0,0,0,0,483,521,0,0,0,0
9,0,0,0,0,498,519,0,0,0,0
10,0,0,0,0,505,511,0,0,0,0
11,0,0,0,0,497,519,1,0,0,0
12,0,0,0,0,502,507,0,0,0,0
13,0,0,0,0,510,450,0,0,0,0
14,0,0,0,0,508,291,0,0,0,0
15,0,0,0,0,500,0,0,0,0,0
0,0,0,0,0,508,143,0,0,0,0
1,0,0,0,0,510,798,1,0,0,0
2,0,0,0,0,497,953,3,0,0,0
3,0,0,0,0,501,771,2,0,0,0
4,0,0,0,0,508,624,0,0,0,0
5,0,0,0,0,506,545,0,0,0,0
6,0,0,0,0,492,517,0,0,0,0
7,0,0,0,0,499,508,0,0,0,0
8,0,0,0,0,503,493,0,0,0,0
9,0,0,0,0,491,497,0,0,0,0
10,0,0,0,0,491,488,0,0,0,0
11,0,0,0,0,503,487,0,0,0,0
12,0,0,0,0,505,479,0,0,0,0
13,0,0,0,0,492,485,0,0,0,0
14,0,0,0,0,492,478,0,0,0,0
15,0,0,0,0,504,476,0,0,0,0
0,0,0,0,0,509,469,0,0,0,0
1,0,0,0,0,493,478,0,0,0,0
2,0,0,0,0,501,467,0,0,0,0
3,0,0,0,0,508,467,0,0,0,0
4,0,0,0,0,512,465,0,0,0,0
5,0,0,0,0,522,468,0,0,0,0
6,0,0,0,0,534,465,0,0,0,0
7,0,0,0,0,558,478,0,0,0,0
8,0,0,0,0,610,476,0,0,0,0
9,0,0,0,0,662,490,0,0,0,0
10,0,0,0,0,704,497,0,0,0,0
11,0,0,0,0,727,519,0,0,0,0
12,0,0,0,0,754,527,0,0,0,0
13,0,0,0,0,770,537,0,0,0,0
14,0,0,0,0,766,542,0,0,0,0
15,0,0,0,0,739,559,0,0,0,0
0,0,0,0,0,722,556,0,0,0,0
1,0,0,0,0,691,564,0,0,0,0
2,0,0,0,0,640,565,0,0,0,0
3,0,0,0,0,608,567,1,0,0,0
4,0,0,0,0,584,556,0,0,0,0
5,0,0,0,0,557,554,0,0,0,0
6,0,0,0,0,523,549,0,0,0,0
