nSeq,I1,I2,O1,O2,A1,A2,A3,A4,A5,A6
10,0,0,0,0,724,548,0,0,0,0
11,0,0,0,0,663,559,0,0,0,0
12,0,0,0,0,615,559,1,0,0,0
13,0,0,0,0,578,550,0,0,0,0
14,0,0,0,0,538,542,0,0,0,0
15,0,0,0,0,496,548,0,0,0,0
0,0,0,0,0,483,542,0,0,0,0
1,0,0,0,0,475,535,0,0,0,0
2,0,0,0,0,459,533,0,0,0,0
3,0,0,0,0,450,542,0,0,0,0
4,0,0,0,0,461,532,1,0,0,0
5,0,0,0,0,465,526,0,0,0,0
6,0,0,0,0,450,531,0,0,0,0
7,0,0,0,0,447,538,0,0,0,0
8,0,0,0,0,454,530,1,0,0,0
9,0,0,0,0,455,527,0,0,0,0
10,0,0,0,0,443,537,0,0,0,0
11,0,0,0,0,453,535,0,0,0,0
12,0,0,0,0,458,530,1,0,0,0
13,0,0,0,0,449,539,0,0,0,0
14,0,0,0,0,457,538,0,0,0,0
15,0,0,0,0,470,531,0,0,0,0
0,0,0,0,0,469,528,0,0,0,0
1,0,0,0,0,468,536,0,0,0,0
2,0,0,0,0,477,528,0,0,0,0
3,0,0,0,0,480,523,0,0,0,0
4,0,0,0,0,477,517,0,0,0,0
5,0,0,0,0,467,518,0,0,0,0
6,0,0,0,0,463,524,0,0,0,0
7,0,0,0,0,460,523,0,0,0,0
8,0,0,0,0,454,527,0,0,0,0
9,0,0,0,0,463,519,0,0,0,0
10,0,0,0,0,464,511,0,0,0,0
11,0,0,0,0,449,523,0,0,0,0
12,0,0,0,0,449,523,1,0,0,0
13,0,0,0,0,459,515,0,0,0,0
14,0,0,0,0,460,509,0,0,0,0
15,0,0,0,0,447,519,0,0,0,0
0,0,0,0,0,454,515,0,0,0,0
1,0,0,0,0,463,511,0,0,0,0
2,0,0,0,0,463,508,0,0,0,0
3,0,0,0,0,464,504,0,0,0,0
4,0,0,0,0,460,503,0,0,0,0
5,0,0,0,0,449,512,0,0,0,0
6,0,0,0,0,455,504,0,0,0,0
7,0,0,0,0,469,489,0,0,0,0
8,0,0,0,0,474,478,0,0,0,0
9,0,0,0,0,463,486,0,0,0,0
10,0,0,0,0,472,497,0,0,0,0
11,0,0,0,0,466,503,0,0,0,0
12,0,0,0,0,464,518,0,0,0,0
13,0,0,0,0,472,518,0,0,0,0
14,0,0,0,0,472,514,0,0,0,0
15,0,0,0,0,456,524,1,0,0,0
0,0,0,0,0,464,515,0,0,0,0
1,0,0,0,0,470,511,0,0,0,0
2,0,0,0,0,459,507,0,0,0,0
3,0,0,0,0,453,515,0,0,0,0
4,0,0,0,0,465,489,0,0,0,0
5,0,0,0,0,470,396,0,0,0,0
6,0,0,0,0,457,144,0,0,0,0
7,0,0,0,0,459,0,0,0,0,0
8,0,0,0,0,469,471,0,0,0,0
9,0,0,0,0,473,975,3,0,0,0
10,0,0,0,0,468,811,1,0,0,0
11,0,0,0,0,454,686,1,0,0,0
12,0,0,0,0,457,574,1,0,0,0
13,0,0,0,0,467,519,0,0,0,0
14,0,0,0,0,464,501,0,0,0,0
15,0,0,0,0,454,499,0,0,0,0
0,0,0,0,0,460,487,0,0,0,0
1,0,0,0,0,467,479,0,0,0,0
2,0,0,0,0,460,475,0,0,0,0
3,0,0,0,0,455,485,0,0,0,0
4,0,0,0,0,467,476,0,0,0,0
5,0,0,0,0,472,469,0,0,0,0
6,0,0,0,0,459,471,0,0,0,0
7,0,0,0,0,459,478,0,0,0,0
8,0,0,0,0,469,462,0,0,0,0
9,0,0,0,0,472,459,0,0,0,0
10,0,0,0,0,460,464,0,0,0,0
11,0,0,0,0,457,473,0,0,0,0
12,0,0,0,0,480,465,0,0,0,0
13,0,0,0,0,510,461,0,0,0,0
14,0,0,0,0,539,468,0,0,0,0
15,0,0,0,0,592,479,0,0,0,0
0,0,0,0,0,663,476,0,0,0,0
1,0,0,0,0,725,486,0,0,0,0
2,0,0,0,0,762,499,0,0,0,0
3,0,0,0,0,807,505,0,0,0,0
4,0,0,0,0,827,510,1,0,0,0
5,0,0,0,0,816,529,1,0,0,0
6,0,0,0,0,803,536,0,0,0,0
7,0,0,0,0,779,538,0,0,0,0
8,0,0,0,0,733,540,1,0,0,0
9,0,0,0,0,679,556,0,0,0,0
10,0,0,0,0,638,545,0,0,0,0
11,0,0,0,0,591,540,0,0,0,0
12,0,0,0,0,543,539,1,0,0,0
13,0,0,0,0,505,536,0,0,0,0
14,0,0,0,0,470,529,0,0,0,0
15,0,0,0,0,438,542,1,0,0,0
0,0,0,0,0,436,533,0,0,0,0
1,0,0,0,0,443,524,0,0,0,0
2,0,0,0,0,441,517,0,0,0,0
3,0,0,0,0,444,515,0,0,0,0
4,0,0,0,0,444,508,0,0,0,0
5,0,0,0,0,430,517,0,0,0,0
6,0,0,0,0,431,519,0,0,0,0
7,0,0,0,0,445,513,0,0,0,0
8,0,0,0,0,453,506,1,0,0,0
9,0,0,0,0,446,516,1,0,0,0
10,0,0,0,0,462,516,0,0,0,0
11,0,0,0,0,476,511,0,0,0,0
12,0,0,0,0,480,508,0,0,0,0
13,0,0,0,0,480,513,0,0,0,0
14,0,0,0,0,492,507,0,0,0,0
15,0,0,0,0,497,503,0,0,0,0
0,0,0,0,0,487,513,1,0,0,0
1,0,0,0,0,496,511,0,0,0,0
2,0,0,0,0,502,505,0,0,0,0
3,0,0,0,0,491,509,0,0,0,0
4,0,0,0,0,483,511,0,0,0,0
5,0,0,0,0,491,506,0,0,0,0
6,0,0,0,0,490,499,0,0,0,0
7,0,0,0,0,473,508,1,0,0,0
8,0,0,0,0,476,507,0,0,0,0
9,0,0,0,0,480,500,0,0,0,0
10,0,0,0,0,471,499,0,0,0,0
11,0,0,0,0,456,508,0,0,0,0
12,0,0,0,0,466,502,0,0,0,0
13,0,0,0,0,467,495,0,0,0,0
14,0,0,0,0,454,489,1,0,0,0
15,0,0,0,0,448,492,0,0,0,0
0,0,0,0,0,458,483,0,0,0,0
1,0,0,0,0,463,469,0,0,0,0
2,0,0,0,0,460,490,0,0,0,0
3,0,0,0,0,456,497,0,0,0,0
4,0,0,0,0,445,514,0,0,0,0
5,0,0,0,0,458,523,0,0,0,0
6,0,0,0,0,465,520,0,0,0,0
7,0,0,0,0,456,523,1,0,0,0
8,0,0,0,0,458,522,0,0,0,0
9,0,0,0,0,471,517,0,0,0,0
10,0,0,0,0,475,510,0,0,0,0
11,0,0,0,0,462,518,1,0,0,0
12,0,0,0,0,470,513,1,0,0,0
13,0,0,0,0,481,443,0,0,0,0
14,0,0,0,0,483,241,0,0,0,0
15,0,0,0,0,474,0,0,0,0,0
0,0,0,0,0,480,233,0,0,0,0
1,0,0,0,0,486,873,2,0,0,0
2,0,0,0,0,476,886,2,0,0,0
3,0,0,0,0,468,747,2,0,0,0
4,0,0,0,0,476,611,1,0,0,0
5,0,0,0,0,484,536,0,0,0,0
6,0,0,0,0,478,509,0,0,0,0
7,0,0,0,0,465,508,0,0,0,0
8,0,0,0,0,472,496,0,0,0,0
9,0,0,0,0,473,485,0,0,0,0
10,0,0,0,0,457,488,1,0,0,0
11,0,0,0,0,456,489,0,0,0,0
12,0,0,0,0,463,480,0,0,0,0
13,0,0,0,0,463,476,0,0,0,0
14,0,0,0,0,447,473,1,0,0,0
15,0,0,0,0,447,478,0,0,0,0
0,0,0,0,0,456,471,0,0,0,0
1,0,0,0,0,457,467,0,0,0,0
2,0,0,0,0,445,472,0,0,0,0
3,0,0,0,0,456,470,0,0,0,0
4,0,0,0,0,466,464,0,0,0,0
5,0,0,0,0,481,462,0,0,0,0
6,0,0,0,0,513,463,0,0,0,0
7,0,0,0,0,554,472,0,0,0,0
8,0,0,0,0,608,477,0,0,0,0
9,0,0,0,0,665,488,0,0,0,0
10,0,0,0,0,715,499,0,0,0,0
11,0,0,0,0,744,515,0,0,0,0
12,0,0,0,0,767,538,1,0,0,0
13,0,0,0,0,795,546,0,0,0,0
14,0,0,0,0,804,545,0,0,0,0
15,0,0,0,0,787,550,0,0,0,0
0,0,0,0,0,739,563,1,0,0,0
1,0,0,0,0,708,563,0,0,0,0
2,0,0,0,0,665,556,0,0,0,0
3,0,0,0,0,605,561,0,0,0,0
4,0,0,0,0,559,559,1,0,0,0
5,0,0,0,0,529,551,0,0,0,0
6,0,0,0,0,500,540,0,0,0,0
7,0,0,0,0,464,545,1,0,0,0
8,0,0,0,0,456,537,1,0,0,0
9,0,0,0,0,456,530,0,0,0,0
10,0,0,0,0,446,525,0,0,0,0
11,0,0,0,0,440,533,0,0,0,0
12,0,0,0,0,450,524,1,0,0,0
13,0,0,0,0,451,517,0,0,0,0
14,0,0,0,0,436,519,1,0,0,0
15,0,0,0,0,433,521,0,0,0,0
0,0,0,0,0,432,516,0,0,0,0
1,0,0,0,0,421,520,0,0,0,0
2,0,0,0,0,422,524,0,0,0,0
3,0,0,0,0,436,518,0,0,0,0
4,0,0,0,0,446,514,0,0,0,0
5,0,0,0,0,441,521,0,0,0,0
6,0,0,0,0,457,517,0,0,0,0
7,0,0,0,0,469,510,0,0,0,0
8,0,0,0,0,465,517,1,0,0,0
9,0,0,0,0,475,523,0,0,0,0
10,0,0,0,0,488,513,0,0,0,0
11,0,0,0,0,491,509,0,0,0,0
12,0,0,0,0,492,511,0,0,0,0
13,0,0,0,0,477,518,1,0,0,0
14,0,0,0,0,483,514,0,0,0,0
15,0,0,0,0,485,507,0,0,0,0
0,0,0,0,0,474,507,0,0,0,0
1,0,0,0,0,468,513,0,0,0,0
2,0,0,0,0,473,508,0,0,0,0
3,0,0,0,0,471,492,0,0,0,0
4,0,0,0,0,453,491,1,0,0,0
5,0,0,0,0,456,483,0,0,0,0
6,0,0,0,0,457,475,0,0,0,0
7,0,0,0,0,443,495,1,0,0,0
8,0,0,0,0,441,505,0,0,0,0
9,0,0,0,0,450,508,0,0,0,0
10,0,0,0,0,452,515,0,0,0,0
11,0,0,0,0,439,528,0,0,0,0
12,0,0,0,0,444,529,1,0,0,0
13,0,0,0,0,457,521,0,0,0,0
14,0,0,0,0,462,515,0,0,0,0
15,0,0,0,0,452,519,1,0,0,0
0,0,0,0,0,455,523,0,0,0,0
1,0,0,0,0,471,513,0,0,0,0
2,0,0,0,0,475,450,0,0,0,0
3,0,0,0,0,460,290,0,0,0,0
4,0,0,0,0,464,0,0,0,0,0
5,0,0,0,0,475,135,0,0,0,0
6,0,0,0,0,474,782,1,0,0,0
7,0,0,0,0,466,929,3,0,0,0
8,0,0,0,0,466,771,2,0,0,0
9,0,0,0,0,479,624,1,0,0,0
10,0,0,0,0,482,546,0,0,0,0
11,0,0,0,0,478,521,0,0,0,0
12,0,0,0,0,470,509,0,0,0,0
13,0,0,0,0,455,512,0,0,0,0
14,0,0,0,0,462,500,0,0,0,0
15,0,0,0,0,465,493,0,0,0,0
0,0,0,0,0,460,487,0,0,0,0
1,0,0,0,0,457,485,0,0,0,0
2,0,0,0,0,439,492,0,0,0,0
3,0,0,0,0,438,495,0,0,0,0
4,0,0,0,0,450,482,0,0,0,0
5,0,0,0,0,455,475,0,0,0,0
6,0,0,0,0,446,473,1,0,0,0
7,0,0,0,0,444,482,0,0,0,0
8,0,0,0,0,456,473,0,0,0,0
9,0,0,0,0,469,466,0,0,0,0
10,0,0,0,0,477,475,0,0,0,0
11,0,0,0,0,512,482,0,0,0,0
12,0,0,0,0,574,480,0,0,0,0
13,0,0,0,0,637,480,0,0,0,0
14,0,0,0,0,686,488,1,0,0,0
15,0,0,0,0,734,508,0,0,0,0
0,0,0,0,0,783,511,1,0,0,0
1,0,0,0,0,810,516,0,0,0,0
2,0,0,0,0,801,536,1,0,0,0
3,0,0,0,0,790,551,0,0,0,0
4,0,0,0,0,775,551,1,0,0,0
5,0,0,0,0,739,548,0,0,0,0
6,0,0,0,0,686,555,0,0,0,0
7,0,0,0,0,624,561,0,0,0,0
8,0,0,0,0,583,556,1,0,0,0
9,0,0,0,0,543,548,0,0,0,0
10,0,0,0,0,493,551,1,0,0,0
11,0,0,0,0,467,551,0,0,0,0
12,0,0,0,0,460,540,0,0,0,0
13,0,0,0,0,453,532,0,0,0,0
14,0,0,0,0,435,535,1,0,0,0
15,0,0,0,0,435,533,0,0,0,0
0,0,0,0,0,442,524,0,0,0,0
1,0,0,0,0,440,518,0,0,0,0
2,0,0,0,0,430,524,0,0,0,0
3,0,0,0,0,436,519,0,0,0,0
4,0,0,0,0,435,513,0,0,0,0
5,0,0,0,0,430,516,0,0,0,0
6,0,0,0,0,427,516,0,0,0,0
7,0,0,0,0,413,525,1,0,0,0
8,0,0,0,0,420,530,0,0,0,0
9,0,0,0,0,431,526,1,0,0,0
10,0,0,0,0,445,521,0,0,0,0
11,0,0,0,0,460,514,0,0,0,0
12,0,0,0,0,463,511,0,0,0,0
13,0,0,0,0,457,517,0,0,0,0
14,0,0,0,0,465,512,0,0,0,0
15,0,0,0,0,469,508,0,0,0,0
0,0,0,0,0,457,513,1,0,0,0
1,0,0,0,0,454,519,0,0,0,0
2,0,0,0,0,466,512,0,0,0,0
3,0,0,0,0,470,505,0,0,0,0
4,0,0,0,0,456,514,1,0,0,0
5,0,0,0,0,454,515,0,0,0,0
6,0,0,0,0,463,507,0,0,0,0
7,0,0,0,0,463,501,0,0,0,0
8,0,0,0,0,449,506,1,0,0,0
9,0,0,0,0,449,504,0,0,0,0
10,0,0,0,0,452,484,0,0,0,0
11,0,0,0,0,444,480,0,0,0,0
12,0,0,0,0,433,481,0,0,0,0
13,0,0,0,0,442,485,0,0,0,0
14,0,0,0,0,444,492,0,0,0,0
15,0,0,0,0,431,501,0,0,0,0
0,0,0,0,0,431,513,0,0,0,0
1,0,0,0,0,438,523,0,0,0,0
2,0,0,0,0,442,521,0,0,0,0
3,0,0,0,0,428,527,1,0,0,0
4,0,0,0,0,438,526,1,0,0,0
5,0,0,0,0,450,515,0,0,0,0
6,0,0,0,0,451,511,0,0,0,0
7,0,0,0,0,443,515,0,0,0,0
8,0,0,0,0,447,510,0,0,0,0
9,0,0,0,0,459,433,0,0,0,0
10,0,0,0,0,461,225,0,0,0,0
11,0,0,0,0,457,0,0,0,0,0
12,0,0,0,0,452,243,0,0,0,0
13,0,0,0,0,441,862,2,0,0,0
14,0,0,0,0,430,906,2,0,0,0
15,0,0,0,0,440,735,1,0,0,0
0,0,0,0,0,446,591,1,0,0,0
1,0,0,0,0,434,547,1,0,0,0
2,0,0,0,0,441,528,0,0,0,0
3,0,0,0,0,448,509,0,0,0,0
4,0,0,0,0,448,503,0,0,0,0
5,0,0,0,0,436,501,0,0,0,0
6,0,0,0,0,436,496,0,0,0,0
7,0,0,0,0,441,487,0,0,0,0
8,0,0,0,0,433,486,0,0,0,0
9,0,0,0,0,427,492,0,0,0,0
10,0,0,0,0,432,481,0,0,0,0
11,0,0,0,0,430,478,0,0,0,0
12,0,0,0,0,415,484,0,0,0,0
13,0,0,0,0,424,480,0,0,0,0
14,0,0,0,0,430,472,0,0,0,0
15,0,0,0,0,430,472,0,0,0,0
0,0,0,0,0,436,479,0,0,0,0
1,0,0,0,0,475,473,0,0,0,0
2,0,0,0,0,519,476,0,0,0,0
3,0,0,0,0,557,487,0,0,0,0
4,0,0,0,0,616,498,0,0,0,0
5,0,0,0,0,681,496,0,0,0,0
6,0,0,0,0,728,500,0,0,0,0
7,0,0,0,0,743,515,0,0,0,0
8,0,0,0,0,758,519,0,0,0,0
9,0,0,0,0,759,521,0,0,0,0
10,0,0,0,0,732,529,0,0,0,0
11,0,0,0,0,688,547,0,0,0,0
12,0,0,0,0,657,547,0,0,0,0
13,0,0,0,0,615,542,0,0,0,0
14,0,0,0,0,566,542,0,0,0,0
15,0,0,0,0,517,542,0,0,0,0
0,0,0,0,0,464,547,1,0,0,0
1,0,0,0,0,436,548,0,0,0,0
2,0,0,0,0,432,537,0,0,0,0
3,0,0,0,0,426,527,0,0,0,0
4,0,0,0,0,414,526,0,0,0,0
5,0,0,0,0,411,526,0,0,0,0
6,0,0,0,0,419,519,0,0,0,0
7,0,0,0,0,422,515,0,0,0,0
8,0,0,0,0,409,522,1,0,0,0
9,0,0,0,0,416,519,0,0,0,0
10,0,0,0,0,419,510,0,0,0,0
11,0,0,0,0,409,510,0,0,0,0
12,0,0,0,0,398,518,0,0,0,0
13,0,0,0,0,408,512,0,0,0,0
14,0,0,0,0,413,508,0,0,0,0
15,0,0,0,0,404,515,0,0,0,0
0,0,0,0,0,404,523,0,0,0,0
1,0,0,0,0,423,515,0,0,0,0
2,0,0,0,0,431,508,0,0,0,0
3,0,0,0,0,421,515,0,0,0,0
4,0,0,0,0,428,515,0,0,0,0
5,0,0,0,0,439,504,0,0,0,0
6,0,0,0,0,439,502,0,0,0,0
7,0,0,0,0,427,509,0,0,0,0
8,0,0,0,0,430,512,0,0,0,0
9,0,0,0,0,440,505,0,0,0,0
10,0,0,0,0,438,503,0,0,0,0
11,0,0,0,0,434,502,0,0,0,0
12,0,0,0,0,416,512,0,0,0,0
13,0,0,0,0,423,509,0,0,0,0
14,0,0,0,0,423,504,0,0,0,0
15,0,0,0,0,408,508,0,0,0,0
0,0,0,0,0,407,513,0,0,0,0
1,0,0,0,0,415,504,0,0,0,0
2,0,0,0,0,416,501,0,0,0,0
3,0,0,0,0,405,506,0,0,0,0
4,0,0,0,0,403,509,0,0,0,0
5,0,0,0,0,411,504,0,0,0,0
6,0,0,0,0,412,500,0,0,0,0
7,0,0,0,0,408,501,0,0,0,0
8,0,0,0,0,395,509,0,0,0,0
9,0,0,0,0,402,509,0,0,0,0
10,0,0,0,0,410,497,0,0,0,0
11,0,0,0,0,404,487,0,0,0,0
12,0,0,0,0,401,492,0,0,0,0
13,0,0,0,0,412,479,0,0,0,0
14,0,0,0,0,418,488,0,0,0,0
15,0,0,0,0,408,507,0,0,0,0
0,0,0,0,0,407,519,0,0,0,0
1,0,0,0,0,422,523,0,0,0,0
2,0,0,0,0,427,529,0,0,0,0
3,0,0,0,0,412,536,0,0,0,0
4,0,0,0,0,415,534,0,0,0,0
5,0,0,0,0,423,522,0,0,0,0
6,0,0,0,0,419,519,0,0,0,0
7,0,0,0,0,408,525,0,0,0,0
8,0,0,0,0,410,526,0,0,0,0
9,0,0,0,0,420,497,0,0,0,0
10,0,0,0,0,422,405,0,0,0,0
11,0,0,0,0,406,166,0,0,0,0
12,0,0,0,0,408,0,0,0,0,0
13,0,0,0,0,415,400,0,0,0,0
14,0,0,0,0,413,937,2,0,0,0
15,0,0,0,0,394,874,2,0,0,0
0,0,0,0,0,398,689,1,0,0,0
1,0,0,0,0,404,577,0,0,0,0
2,0,0,0,0,395,544,0,0,0,0
3,0,0,0,0,392,543,0,0,0,0
4,0,0,0,0,395,536,0,0,0,0
5,0,0,0,0,411,521,0,0,0,0
6,0,0,0,0,420,507,0,0,0,0
7,0,0,0,0,419,499,0,0,0,0
8,0,0,0,0,419,493,0,0,0,0
9,0,0,0,0,409,496,0,0,0,0
10,0,0,0,0,402,505,0,0,0,0
11,0,0,0,0,412,496,0,0,0,0
12,0,0,0,0,415,490,0,0,0,0
13,0,0,0,0,403,495,0,0,0,0
14,0,0,0,0,408,492,0,0,0,0
15,0,0,0,0,413,484,0,0,0,0
0,0,0,0,0,412,488,0,0,0,0
1,0,0,0,0,428,493,0,0,0,0
2,0,0,0,0,470,487,0,0,0,0
3,0,0,0,0,517,485,0,0,0,0
4,0,0,0,0,557,502,0,0,0,0
5,0,0,0,0,622,505,0,0,0,0
6,0,0,0,0,674,508,0,0,0,0
7,0,0,0,0,699,519,0,0,0,0
8,0,0,0,0,717,531,0,0,0,0
9,0,0,0,0,733,528,0,0,0,0
10,0,0,0,0,726,528,0,0,0,0
11,0,0,0,0,688,539,0,0,0,0
12,0,0,0,0,659,547,1,0,0,0
13,0,0,0,0,627,546,0,0,0,0
14,0,0,0,0,581,546,0,0,0,0
15,0,0,0,0,533,556,0,0,0,0
0,0,0,0,0,499,558,0,0,0,0
1,0,0,0,0,482,545,0,0,0,0
2,0,0,0,0,461,536,0,0,0,0
3,0,0,0,0,442,530,0,0,0,0
4,0,0,0,0,421,533,1,0,0,0
5,0,0,0,0,423,532,0,0,0,0
6,0,0,0,0,432,521,0,0,0,0
7,0,0,0,0,428,518,0,0,0,0
8,0,0,0,0,420,526,0,0,0,0
9,0,0,0,0,427,518,0,0,0,0
10,0,0,0,0,424,513,0,0,0,0
11,0,0,0,0,415,514,0,0,0,0
12,0,0,0,0,409,511,0,0,0,0
13,0,0,0,0,389,523,0,0,0,0
14,0,0,0,0,396,521,0,0,0,0
15,0,0,0,0,406,516,0,0,0,0
0,0,0,0,0,408,518,0,0,0,0
1,0,0,0,0,401,525,0,0,0,0
2,0,0,0,0,413,529,0,0,0,0
3,0,0,0,0,431,521,0,0,0,0
4,0,0,0,0,437,516,0,0,0,0
5,0,0,0,0,432,519,0,0,0,0
6,0,0,0,0,444,517,0,0,0,0
7,0,0,0,0,451,510,0,0,0,0
8,0,0,0,0,442,514,0,0,0,0
9,0,0,0,0,446,515,0,0,0,0
10,0,0,0,0,456,509,0,0,0,0
11,0,0,0,0,455,506,0,0,0,0
12,0,0,0,0,443,514,0,0,0,0
13,0,0,0,0,449,508,0,0,0,0
14,0,0,0,0,448,502,0,0,0,0
15,0,0,0,0,432,508,0,0,0,0
0,0,0,0,0,428,514,0,0,0,0
1,0,0,0,0,439,506,0,0,0,0
2,0,0,0,0,440,501,0,0,0,0
3,0,0,0,0,424,509,0,0,0,0
4,0,0,0,0,428,511,0,0,0,0
5,0,0,0,0,434,506,0,0,0,0
6,0,0,0,0,432,505,0,0,0,0
7,0,0,0,0,419,514,0,0,0,0
8,0,0,0,0,431,512,0,0,0,0
9,0,0,0,0,439,507,0,0,0,0
10,0,0,0,0,430,510,0,0,0,0
11,0,0,0,0,429,517,0,0,0,0
12,0,0,0,0,441,511,0,0,0,0
13,0,0,0,0,447,505,0,0,0,0
14,0,0,0,0,439,510,0,0,0,0
15,0,0,0,0,440,513,0,0,0,0
0,0,0,0,0,452,495,0,0,0,0
1,0,0,0,0,456,487,0,0,0,0
2,0,0,0,0,452,489,0,0,0,0
3,0,0,0,0,439,482,0,0,0,0
4,0,0,0,0,443,500,0,0,0,0
5,0,0,0,0,448,501,0,0,0,0
6,0,0,0,0,446,505,0,0,0,0
7,0,0,0,0,433,525,0,0,0,0
8,0,0,0,0,441,528,0,0,0,0
9,0,0,0,0,444,521,0,0,0,0
10,0,0,0,0,431,524,0,0,0,0
11,0,0,0,0,430,527,0,0,0,0
12,0,0,0,0,440,516,0,0,0,0
13,0,0,0,0,444,509,0,0,0,0
14,0,0,0,0,433,509,0,0,0,0
15,0,0,0,0,434,479,0,0,0,0
0,0,0,0,0,444,356,0,0,0,0
1,0,0,0,0,447,42,0,0,0,0
2,0,0,0,0,435,35,0,0,0,0
3,0,0,0,0,436,641,1,0,0,0
4,0,0,0,0,448,959,3,0,0,0
5,0,0,0,0,454,786,1,0,0,0
6,0,0,0,0,441,630,0,0,0,0
7,0,0,0,0,447,551,0,0,0,0
8,0,0,0,0,450,527,0,0,0,0
9,0,0,0,0,437,523,0,0,0,0
10,0,0,0,0,438,518,0,0,0,0
11,0,0,0,0,446,502,0,0,0,0
12,0,0,0,0,444,491,0,0,0,0
13,0,0,0,0,433,491,0,0,0,0
14,0,0,0,0,439,488,0,0,0,0
15,0,0,0,0,441,483,0,0,0,0
0,0,0,0,0,430,491,0,0,0,0
1,0,0,0,0,432,495,0,0,0,0
2,0,0,0,0,449,488,0,0,0,0
3,0,0,0,0,458,480,0,0,0,0
4,0,0,0,0,451,485,0,0,0,0
5,0,0,0,0,460,489,0,0,0,0
6,0,0,0,0,482,481,0,0,0,0
7,0,0,0,0,508,477,0,0,0,0
8,0,0,0,0,541,476,0,0,0,0
9,0,0,0,0,586,480,0,0,0,0
10,0,0,0,0,632,498,0,0,0,0
11,0,0,0,0,702,498,0,0,0,0
12,0,0,0,0,760,502,0,0,0,0
13,0,0,0,0,793,512,0,0,0,0
14,0,0,0,0,825,523,0,0,0,0
15,0,0,0,0,837,531,0,0,0,0
0,0,0,0,0,843,531,0,0,0,0
1,0,0,0,0,832,527,0,0,0,0
2,0,0,0,0,795,536,0,0,0,0
3,0,0,0,0,750,547,0,0,0,0
4,0,0,0,0,719,542,0,0,0,0
5,0,0,0,0,679,537,0,0,0,0
6,0,0,0,0,626,543,0,0,0,0
7,0,0,0,0,593,546,0,0,0,0
8,0,0,0,0,577,535,1,0,0,0
9,0,0,0,0,562,526,0,0,0,0
10,0,0,0,0,539,531,0,0,0,0
11,0,0,0,0,543,524,0,0,0,0
12,0,0,0,0,543,519,0,0,0,0
13,0,0,0,0,531,521,0,0,0,0
14,0,0,0,0,535,524,0,0,0,0
15,0,0,0,0,540,510,0,0,0,0
0,0,0,0,0,531,510,0,0,0,0
1,0,0,0,0,523,520,0,0,0,0
2,0,0,0,0,527,514,0,0,0,0
3,0,0,0,0,524,511,0,0,0,0
4,0,0,0,0,523,512,0,0,0,0
5,0,0,0,0,513,519,0,0,0,0
6,0,0,0,0,516,523,0,0,0,0
7,0,0,0,0,526,514,0,0,0,0
8,0,0,0,0,526,514,0,0,0,0
9,0,0,0,0,526,520,0,0,0,0
10,0,0,0,0,537,513,0,0,0,0
11,0,0,0,0,541,509,0,0,0,0
12,0,0,0,0,541,508,0,0,0,0
13,0,0,0,0,530,518,0,0,0,0
14,0,0,0,0,541,515,0,0,0,0
15,0,0,0,0,544,508,0,0,0,0
0,0,0,0,0,534,510,0,0,0,0
1,0,0,0,0,535,516,0,0,0,0
2,0,0,0,0,542,507,0,0,0,0
3,0,0,0,0,540,506,0,0,0,0
4,0,0,0,0,528,513,0,0,0,0
5,0,0,0,0,535,508,0,0,0,0
6,0,0,0,0,536,504,0,0,0,0
7,0,0,0,0,525,505,0,0,0,0
8,0,0,0,0,518,513,0,0,0,0
9,0,0,0,0,528,506,0,0,0,0
10,0,0,0,0,531,495,0,0,0,0
11,0,0,0,0,516,506,0,0,0,0
12,0,0,0,0,520,509,0,0,0,0
13,0,0,0,0,528,501,0,0,0,0
14,0,0,0,0,526,501,0,0,0,0
15,0,0,0,0,512,505,0,0,0,0
0,0,0,0,0,514,510,0,0,0,0
1,0,0,0,0,525,491,0,0,0,0
2,0,0,0,0,525,484,0,0,0,0
3,0,0,0,0,515,499,0,0,0,0
4,0,0,0,0,520,487,0,0,0,0
5,0,0,0,0,535,494,0,0,0,0
6,0,0,0,0,539,499,0,0,0,0
7,0,0,0,0,527,518,0,0,0,0
8,0,0,0,0,525,531,0,0,0,0
9,0,0,0,0,538,527,0,0,0,0
10,0,0,0,0,540,520,0,0,0,0
11,0,0,0,0,524,526,0,0,0,0
12,0,0,0,0,528,524,0,0,0,0
13,0,0,0,0,538,510,0,0,0,0
14,0,0,0,0,535,506,0,0,0,0
15,0,0,0,0,527,502,0,0,0,0
0,0,0,0,0,515,465,0,0,0,0
1,0,0,0,0,521,315,0,0,0,0
2,0,0,0,0,524,0,0,0,0,0
3,0,0,0,0,516,125,0,0,0,0
4,0,0,0,0,507,772,1,0,0,0
5,0,0,0,0,492,932,2,0,0,0
6,0,0,0,0,500,760,1,0,0,0
7,0,0,0,0,503,624,1,0,0,0
8,0,0,0,0,492,553,1,0,0,0
9,0,0,0,0,498,525,0,0,0,0
10,0,0,0,0,505,510,0,0,0,0
11,0,0,0,0,503,500,0,0,0,0
12,0,0,0,0,497,502,0,0,0,0
13,0,0,0,0,512,491,0,0,0,0
14,0,0,0,0,519,483,0,0,0,0
15,0,0,0,0,511,488,0,0,0,0
0,0,0,0,0,512,490,0,0,0,0
1,0,0,0,0,526,480,0,0,0,0
2,0,0,0,0,529,476,0,0,0,0
3,0,0,0,0,515,478,0,0,0,0
